City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
264,Narasannapeta,18.4167,84.05,77.16,82,99,7.65,IN,2022-07-13 22:40:19,overcast clouds
265,Molina,-35.1167,-71.2833,49.37,100,100,8.05,CL,2022-07-13 22:40:19,mist
266,Okha,53.5739,142.9478,58.69,85,73,12.59,RU,2022-07-13 22:40:20,broken clouds
267,Santiago Del Estero,-27.7951,-64.2615,61.65,44,0,8.19,AR,2022-07-13 22:40:20,clear sky
268,Port Macquarie,-31.4333,152.9167,52.61,82,62,18.84,AU,2022-07-13 22:40:20,light rain
269,Harper,4.375,-7.7169,75.94,81,100,10.92,LR,2022-07-13 22:40:21,overcast clouds
270,Sittingbourne,51.3413,0.7328,66.43,82,100,7.2,GB,2022-07-13 22:38:27,overcast clouds
271,Hofn,64.2539,-15.2082,50.72,83,46,8.28,IS,2022-07-13 22:40:21,scattered clouds
272,Hailar,49.2,119.7,62.15,93,100,5.61,CN,2022-07-13 22:40:22,overcast clouds
273,Changqing,36.5575,116.7272,79.27,78,5,2.48,CN,2022-07-13 22:40:22,clear sky
274,Biak,-0.9131,122.8766,75.27,90,99,5.82,ID,2022-07-13 22:40:22,overcast clouds
275,Altay,47.8667,88.1167,56.03,64,3,2.8,CN,2022-07-13 22:40:24,clear sky
276,Bethel,41.3712,-73.414,87.89,50,0,6.91,US,2022-07-13 22:40:24,clear sky
277,Paita,-5.0892,-81.1144,65.25,79,30,17.67,PE,2022-07-13 22:40:25,scattered clouds
278,Reidsville,36.3549,-79.6645,74.32,100,75,3.44,US,2022-07-13 22:36:56,broken clouds
279,Bathsheba,13.2167,-59.5167,83.01,82,40,19.57,BB,2022-07-13 22:40:25,scattered clouds
280,Ternate,0.8,127.4,79.92,82,97,3.96,ID,2022-07-13 22:40:26,overcast clouds
281,Cherskiy,68.75,161.3,52.27,48,74,18.75,RU,2022-07-13 22:40:26,broken clouds
282,Presidente Medici,-11.1753,-61.9014,79.43,41,63,1.43,BR,2022-07-13 22:40:26,broken clouds
283,Najran,17.4924,44.1277,74.05,33,100,1.25,SA,2022-07-13 22:40:27,overcast clouds
284,Bozdar,27.1828,68.636,90.48,61,11,11.03,PK,2022-07-13 22:40:27,few clouds
285,Kruisfontein,-34.0033,24.7314,52.88,61,0,9.28,ZA,2022-07-13 22:40:28,clear sky
286,Hambantota,6.1241,81.1185,78.78,80,50,19.57,LK,2022-07-13 22:39:19,scattered clouds
