City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
287,Seoul,37.5683,126.9778,74.59,100,75,5.75,KR,2022-07-13 22:36:16,mist
288,Maceio,-9.6658,-35.7353,74.64,83,75,3.44,BR,2022-07-13 22:40:29,broken clouds
289,Avarua,-21.2078,-159.775,75.25,64,75,14.97,CK,2022-07-13 22:40:29,broken clouds
290,Codrington,-38.2667,141.9667,46.85,87,42,5.5,AU,2022-07-13 22:40:29,scattered clouds
291,Malakal,9.5334,31.6605,73.54,87,80,4.34,SS,2022-07-13 22:40:30,light rain
292,Tanete,-3.9443,119.7848,74.7,95,93,4.38,ID,2022-07-13 22:40:30,overcast clouds
293,Araouane,18.9048,-3.5265,98.35,24,56,4.76,ML,2022-07-13 22:40:31,broken clouds
294,Lakes Entrance,-37.8811,147.981,43.16,86,65,10.18,AU,2022-07-13 22:39:32,broken clouds
295,Vila Franca Do Campo,37.7167,-25.4333,68.2,86,78,12.59,PT,2022-07-13 22:40:31,broken clouds
296,Vostok,46.4856,135.8833,68.52,80,87,4.43,RU,2022-07-13 22:40:32,overcast clouds
297,Aksu,41.1231,80.2644,71.33,40,69,7.81,CN,2022-07-13 22:40:32,broken clouds
298,Ibra,22.6906,58.5334,87.66,56,88,3.47,OM,2022-07-13 22:40:33,overcast clouds
299,Auki,-8.7676,160.7034,83.07,60,7,3.2,SB,2022-07-13 22:40:33,clear sky
300,Kalabo,-14.97,22.6814,54.61,60,7,6.08,ZM,2022-07-13 22:40:34,clear sky
301,Yerbogachen,61.2767,108.0108,55.87,61,100,5.5,RU,2022-07-13 22:40:34,overcast clouds
302,Yar-Sale,66.8333,70.8333,51.57,78,99,9.08,RU,2022-07-13 22:40:34,overcast clouds
303,Kalvarija,54.4,23.2333,55.99,94,60,6.22,LT,2022-07-13 22:40:35,broken clouds
304,Rocky Mountain House,52.3668,-114.9188,66.7,76,34,13.44,CA,2022-07-13 22:40:35,scattered clouds
305,Lorengau,-2.0226,147.2712,83.39,76,100,6.82,PG,2022-07-13 22:40:36,overcast clouds
306,Bardiyah,31.7561,25.0865,75.94,67,0,11.16,LY,2022-07-13 22:40:36,clear sky
307,Vestmannaeyjar,63.4427,-20.2734,49.6,81,100,12.5,IS,2022-07-13 22:40:36,overcast clouds
308,Mantiquil,9.1667,123.05,73.63,76,43,2.68,PH,2022-07-13 22:40:37,scattered clouds
309,Alamosa,37.4695,-105.87,85.98,16,0,5.77,US,2022-07-13 22:40:37,clear sky
310,Takoradi,4.8845,-1.7554,74.35,88,100,9.82,GH,2022-07-13 22:40:38,overcast clouds
311,Oro Valley,32.3909,-110.9665,105.75,27,85,8.01,US,2022-07-13 22:40:38,overcast clouds
312,Port Hardy,50.6996,-127.4199,60.98,77,75,5.75,CA,2022-07-13 22:40:38,broken clouds
313,Kefamenanu,-9.4467,124.4781,67.26,81,80,5.61,ID,2022-07-13 22:40:39,broken clouds
314,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.47,80,36,9.42,BR,2022-07-13 22:40:39,scattered clouds
315,Talnakh,69.4865,88.3972,49.21,55,40,2.73,RU,2022-07-13 22:40:39,scattered clouds
316,Touros,-5.1989,-35.4608,75.78,86,41,13.13,BR,2022-07-13 22:40:40,scattered clouds
317,Binzhou,37.3667,118.0167,77.85,79,0,2.44,CN,2022-07-13 22:38:55,clear sky
318,Atagay,55.1033,99.3875,54.79,85,100,6.82,RU,2022-07-13 22:40:41,overcast clouds
319,Taoudenni,22.6783,-3.9836,103.12,12,54,1.95,ML,2022-07-13 22:40:41,broken clouds
320,Russell,32.3502,-85.1999,83.12,64,100,5.97,US,2022-07-13 22:40:41,overcast clouds
321,Puerto Escondido,15.85,-97.0667,86.83,58,75,5.75,MX,2022-07-13 22:36:44,broken clouds
322,Camara De Lobos,32.6333,-16.9667,71.01,85,40,5.75,PT,2022-07-13 22:40:42,scattered clouds
323,North Las Vegas,36.1989,-115.1175,112.64,13,0,11.5,US,2022-07-13 22:40:13,clear sky
324,Panguna,-6.3164,155.4848,71.53,87,93,1.86,PG,2022-07-13 22:40:44,overcast clouds
325,Mehamn,71.0357,27.8492,57.15,94,75,0.0,NO,2022-07-13 22:40:44,broken clouds
326,Naqadeh,36.9553,45.388,75.42,44,4,6.33,IR,2022-07-13 22:40:44,clear sky
327,Revda,56.801,59.9303,62.44,94,8,2.77,RU,2022-07-13 22:40:45,clear sky
328,Palmer,42.1584,-72.3287,85.55,47,15,4.72,US,2022-07-13 22:40:45,few clouds
329,Reinosa,42.9996,-4.138,68.05,39,19,4.29,ES,2022-07-13 22:40:46,few clouds
330,Spencer,43.1414,-95.1444,86.56,53,0,5.75,US,2022-07-13 22:40:46,clear sky
331,Saint Anthony,45.0205,-93.218,80.74,59,0,11.5,US,2022-07-13 22:40:47,clear sky
332,Mamakan,57.8161,114.0028,62.58,85,61,1.45,RU,2022-07-13 22:40:47,broken clouds
333,Caravelas,-17.7125,-39.2481,71.2,88,3,4.72,BR,2022-07-13 22:40:47,clear sky
334,Saint George,37.1041,-113.5841,106.43,17,0,11.5,US,2022-07-13 22:38:51,clear sky
335,Aswan,24.0934,32.907,90.7,22,0,8.05,EG,2022-07-13 22:40:48,clear sky
336,Flin Flon,54.7682,-101.865,84.04,42,20,9.22,CA,2022-07-13 22:40:48,few clouds
337,Vung Tau,10.346,107.0843,78.24,83,99,9.75,VN,2022-07-13 22:40:49,overcast clouds
338,Bertoua,4.5833,13.6833,68.25,97,100,3.62,CM,2022-07-13 22:40:49,light rain
339,Puerto Lempira,15.2667,-83.7667,86.14,70,75,9.22,HN,2022-07-13 22:37:59,broken clouds
340,Kloulklubed,7.0419,134.2556,75.7,72,93,6.82,PW,2022-07-13 22:40:50,overcast clouds
341,Jardim,-21.4803,-56.1381,70.07,70,58,5.28,BR,2022-07-13 22:39:45,broken clouds
342,Askino,56.0901,56.5783,66.22,91,55,3.58,RU,2022-07-13 22:40:51,broken clouds
343,Kryvyy Rih,47.9167,33.35,58.96,81,93,10.98,UA,2022-07-13 22:40:51,overcast clouds
344,Baruun-Urt,46.6806,113.2792,65.53,51,2,5.55,MN,2022-07-13 22:40:51,clear sky
345,Acapulco,16.8634,-99.8901,85.82,70,40,6.91,MX,2022-07-13 22:40:07,scattered clouds
346,Sao Felix Do Xingu,-6.6447,-51.995,81.48,43,78,1.7,BR,2022-07-13 22:40:52,broken clouds
347,Inhambane,-23.865,35.3833,65.35,69,0,6.24,MZ,2022-07-13 22:40:52,clear sky
348,Nikolayevsk-Na-Amure,53.1406,140.73,74.35,73,85,4.14,RU,2022-07-13 22:40:53,overcast clouds
349,Palora,-1.7,-77.9333,71.71,97,98,0.27,EC,2022-07-13 22:40:53,light rain
350,Kirakira,-10.4544,161.9205,82.78,61,32,3.65,SB,2022-07-13 22:40:54,scattered clouds
351,Luganville,-15.5333,167.1667,82.29,69,12,6.89,VU,2022-07-13 22:40:54,few clouds
352,Beidao,34.5686,105.8933,70.79,96,100,1.7,CN,2022-07-13 22:40:55,overcast clouds
353,Greymouth,-42.4667,171.2,52.63,78,65,3.31,NZ,2022-07-13 22:40:55,broken clouds
354,West Plains,36.7281,-91.8524,96.22,45,20,5.01,US,2022-07-13 22:40:56,few clouds
355,Nerchinskiy Zavod,51.3088,119.61,59.18,98,100,7.92,RU,2022-07-13 22:40:56,light rain
356,Ouargaye,11.5033,0.0572,81.48,66,89,5.97,BF,2022-07-13 22:40:56,overcast clouds
357,Tondano,1.3038,124.9112,69.89,92,100,1.28,ID,2022-07-13 22:40:57,overcast clouds
358,Pachino,36.7186,15.0907,75.13,67,5,0.18,IT,2022-07-13 22:40:57,clear sky
359,Goderich,43.7501,-81.7165,67.91,72,55,4.61,CA,2022-07-13 22:40:58,broken clouds
360,Kapoeta,4.7717,33.5903,76.26,62,83,6.02,SS,2022-07-13 22:40:58,broken clouds
361,Aasiaat,68.7098,-52.8699,38.32,94,100,5.88,GL,2022-07-13 22:40:59,overcast clouds
362,Namtsy,62.7161,129.6658,69.89,76,96,5.53,RU,2022-07-13 22:40:59,overcast clouds
363,Mindelo,16.8901,-24.9804,74.75,69,20,12.66,CV,2022-07-13 22:41:00,few clouds
364,Praia,14.9215,-23.5087,77.54,73,75,12.66,CV,2022-07-13 22:41:00,broken clouds
365,Clyde River,70.4692,-68.5914,39.43,93,0,13.8,CA,2022-07-13 22:36:53,clear sky
366,Areia Branca,-4.9561,-37.1369,79.18,74,51,19.89,BR,2022-07-13 22:41:00,broken clouds
367,Karonga,-9.9333,33.9333,66.33,74,11,4.47,MW,2022-07-13 22:41:01,few clouds
368,Shingu,33.7333,135.9833,77.83,82,100,2.77,JP,2022-07-13 22:41:02,heavy intensity rain
369,Burnie,-41.0667,145.9167,44.94,76,17,3.89,AU,2022-07-13 22:41:03,few clouds
370,Kalmunai,7.4167,81.8167,77.5,66,17,5.06,LK,2022-07-13 22:41:04,few clouds
371,Itarema,-2.9248,-39.9167,79.29,81,46,16.4,BR,2022-07-13 22:41:04,scattered clouds
372,Faanui,-16.4833,-151.75,78.13,72,28,19.06,PF,2022-07-13 22:41:05,scattered clouds
373,Naushahro Firoz,26.8424,68.123,89.51,67,16,10.0,PK,2022-07-13 22:41:05,moderate rain
374,Gamba,-2.65,10.0,69.62,88,42,6.55,GA,2022-07-13 22:41:05,scattered clouds
375,Otjimbingwe,-22.35,16.1333,60.85,34,0,2.08,NA,2022-07-13 22:41:06,clear sky
376,Saint-Georges,12.0564,-61.7485,82.08,74,20,11.5,GD,2022-07-13 22:36:55,few clouds
377,Novopokrovka,49.8425,36.5477,59.22,77,100,2.64,UA,2022-07-13 22:41:07,overcast clouds
378,Tiksi,71.6872,128.8694,37.62,94,99,5.91,RU,2022-07-13 22:40:24,overcast clouds
379,Charyshskoye,51.3978,83.5598,51.87,69,86,1.86,RU,2022-07-13 22:41:07,overcast clouds
380,Taywarah,33.35,64.4167,51.12,38,0,7.16,AF,2022-07-13 22:41:08,clear sky
381,Holetown,13.1867,-59.6381,82.96,82,2,17.38,BB,2022-07-13 22:41:08,clear sky
382,Broken Hill,-31.95,141.4333,42.76,75,0,6.8,AU,2022-07-13 22:39:27,clear sky
383,San Vicente,-26.6167,-54.1333,52.99,88,1,3.49,AR,2022-07-13 22:41:09,clear sky
384,Chase,50.8165,-119.6857,87.08,27,21,3.31,CA,2022-07-13 22:41:09,few clouds
385,Alta Floresta,-9.8756,-56.0861,77.88,37,59,3.4,BR,2022-07-13 22:41:10,broken clouds
386,Novoseleznevo,55.6821,69.2056,61.23,81,1,6.76,RU,2022-07-13 22:41:10,clear sky
387,Los Llanos De Aridane,28.6585,-17.9182,65.95,87,20,4.61,ES,2022-07-13 22:41:10,few clouds
388,Kristinehamn,59.3098,14.1081,57.76,61,30,11.03,SE,2022-07-13 22:41:11,scattered clouds
389,Gornyy,55.1153,83.9059,49.46,74,43,2.59,RU,2022-07-13 22:41:11,scattered clouds
390,Hunfeld,50.6797,9.7673,69.28,68,61,1.72,DE,2022-07-13 22:41:12,broken clouds
391,Kalianget,-7.05,113.9333,79.29,82,87,8.72,ID,2022-07-13 22:41:12,overcast clouds
392,Vyazemskiy,47.5378,134.7525,68.68,93,79,5.53,RU,2022-07-13 22:41:13,broken clouds
393,Rawson,-43.3002,-65.1023,44.01,48,57,9.31,AR,2022-07-13 22:41:13,broken clouds
394,Coihaique,-45.5752,-72.0662,29.01,98,100,2.53,CL,2022-07-13 22:41:13,overcast clouds
395,Hami,42.8,93.45,75.7,34,81,18.37,CN,2022-07-13 22:39:00,broken clouds
396,Flagstaff,35.1981,-111.6513,82.06,34,75,6.91,US,2022-07-13 22:41:14,broken clouds
397,San Juan,-31.5375,-68.5364,52.2,28,5,8.01,AR,2022-07-13 22:38:33,clear sky
398,Ruwi,23.5996,58.5507,91.09,57,78,3.85,OM,2022-07-13 22:41:14,broken clouds
399,Lucea,18.451,-78.1736,87.66,75,58,10.27,JM,2022-07-13 22:41:15,broken clouds
400,Kahului,20.8947,-156.47,84.22,74,40,25.32,US,2022-07-13 22:41:15,scattered clouds
401,Kamenka,51.3223,42.7678,61.07,94,78,5.84,RU,2022-07-13 22:41:16,broken clouds
402,Romny,50.751,33.4747,56.64,98,100,9.98,UA,2022-07-13 22:41:16,light rain
403,Bara,10.3744,10.7288,74.05,89,100,9.98,NG,2022-07-13 22:41:17,overcast clouds
404,Channel-Port Aux Basques,47.5702,-59.1367,59.83,92,60,7.92,CA,2022-07-13 22:41:17,broken clouds
405,Lompoc,34.6391,-120.4579,88.02,69,0,17.27,US,2022-07-13 22:38:19,clear sky
406,Ferrol,43.4832,-8.2369,77.34,79,82,4.36,ES,2022-07-13 22:41:18,broken clouds
407,Bodmin,50.4715,-4.7243,60.51,82,100,9.22,GB,2022-07-13 22:41:18,overcast clouds
408,Poum,-20.2333,164.0167,74.25,63,98,14.72,NC,2022-07-13 22:41:19,overcast clouds
409,Sibu,2.3,111.8167,71.91,94,40,3.44,MY,2022-07-13 22:41:19,scattered clouds
410,Mitsamiouli,-11.3847,43.2844,77.92,72,73,3.71,KM,2022-07-13 22:41:20,broken clouds
411,Pimenta Bueno,-11.6725,-61.1936,78.13,42,47,1.28,BR,2022-07-13 22:41:20,scattered clouds
412,Oranjestad,12.524,-70.027,84.15,74,20,19.57,AW,2022-07-13 22:37:26,few clouds
413,Druzhinino,56.7895,59.5143,61.83,95,4,2.98,RU,2022-07-13 22:41:21,clear sky
414,Atar,20.5169,-13.0499,95.56,27,39,8.55,MR,2022-07-13 22:41:21,scattered clouds
415,Manzil Salim,35.8567,8.4765,77.07,43,0,5.99,TN,2022-07-13 22:41:21,clear sky
416,Sao Filipe,14.8961,-24.4956,75.22,78,38,10.94,CV,2022-07-13 22:41:22,scattered clouds
417,Tura,25.5198,90.2201,74.88,97,93,2.95,IN,2022-07-13 22:41:23,overcast clouds
418,Chicama,-7.8447,-79.1469,61.34,77,41,7.85,PE,2022-07-13 22:41:24,scattered clouds
419,Riviere-Du-Loup,47.8304,-69.5342,70.07,49,75,6.91,CA,2022-07-13 22:41:24,broken clouds
420,Griffith,41.5284,-87.4237,80.31,71,0,13.8,US,2022-07-13 22:41:24,clear sky
421,Champerico,14.3,-91.9167,91.94,71,73,5.59,GT,2022-07-13 22:41:25,broken clouds
422,Tabas,33.5959,56.9244,79.83,24,0,5.06,IR,2022-07-13 22:41:25,clear sky
423,Arman,59.7,150.1667,71.02,65,47,4.76,RU,2022-07-13 22:41:26,scattered clouds
424,Augustow,53.8432,22.9798,55.58,96,44,6.2,PL,2022-07-13 22:41:26,scattered clouds
425,San Quintin,30.4833,-115.95,70.63,70,77,16.4,MX,2022-07-13 22:41:26,broken clouds
426,Nhulunbuy,-12.2333,136.7667,72.21,60,75,14.97,AU,2022-07-13 22:41:27,broken clouds
427,Kathmandu,27.7167,85.3167,71.82,94,75,2.3,NP,2022-07-13 22:40:18,broken clouds
428,Varazdin,46.3044,16.3378,59.9,84,11,4.45,HR,2022-07-13 22:41:27,few clouds
429,Calbuco,-41.768,-73.1273,42.01,81,98,14.03,CL,2022-07-13 22:41:28,light rain
430,Rehoboth,-23.3167,17.0833,53.26,38,3,4.81,NA,2022-07-13 22:41:28,clear sky
431,Penzance,50.1186,-5.5371,59.68,73,100,17.56,GB,2022-07-13 22:41:29,overcast clouds
432,Ust-Maya,60.4167,134.5333,72.86,66,80,5.03,RU,2022-07-13 22:41:29,broken clouds
433,Fort Nelson,58.8053,-122.7002,60.39,51,75,5.75,CA,2022-07-13 22:41:29,broken clouds
434,Alice Springs,-23.7,133.8833,27.95,86,0,0.0,AU,2022-07-13 22:41:30,clear sky
435,Laguna,38.421,-121.4238,96.15,33,0,11.5,US,2022-07-13 22:40:43,clear sky
436,Alindao,5.0267,21.2088,69.33,98,100,0.87,CF,2022-07-13 22:41:30,light rain
437,Innisfail,-17.5333,146.0333,59.43,54,2,6.58,AU,2022-07-13 22:41:31,clear sky
438,Ixtapa,20.7,-105.2,86.23,77,96,3.0,MX,2022-07-13 22:41:31,overcast clouds
439,Boyolangu,-8.1181,111.8935,74.64,93,100,4.16,ID,2022-07-13 22:41:32,light rain
440,Ilanskiy,56.2358,96.065,49.12,84,15,4.29,RU,2022-07-13 22:41:32,few clouds
441,Arroyo,41.6096,-4.7969,85.59,31,0,6.91,ES,2022-07-13 22:41:32,clear sky
442,Egersund,58.4513,5.9997,53.1,88,87,17.83,NO,2022-07-13 22:38:46,overcast clouds
443,Corum,40.5,34.75,54.37,86,0,3.47,TR,2022-07-13 22:41:33,clear sky
444,Turayf,31.6725,38.6637,77.25,47,0,13.8,SA,2022-07-13 22:41:34,clear sky
445,Kimbe,-5.5502,150.1429,84.78,65,49,4.45,PG,2022-07-13 22:41:34,scattered clouds
446,Clarksburg,39.2807,-80.3445,86.11,45,0,6.91,US,2022-07-13 22:41:34,clear sky
447,Dabola,10.75,-11.1167,72.93,92,92,3.02,GN,2022-07-13 22:41:35,overcast clouds
448,Abha,18.2164,42.5053,64.65,72,40,0.0,SA,2022-07-13 22:41:35,scattered clouds
449,Gondar,12.6,37.4667,56.79,93,100,3.74,ET,2022-07-13 22:41:36,light rain
450,Nyurba,63.2842,118.3319,62.56,70,97,4.12,RU,2022-07-13 22:41:36,overcast clouds
451,Halifax,44.6453,-63.5724,78.69,79,20,6.91,CA,2022-07-13 22:39:15,few clouds
452,Nara,34.6851,135.8049,77.5,69,100,1.99,JP,2022-07-13 22:37:19,light rain
453,Caruray,10.3094,119.0128,80.56,87,86,2.21,PH,2022-07-13 22:41:37,overcast clouds
454,Nioro,13.35,-15.75,78.82,83,100,7.49,GM,2022-07-13 22:41:37,light rain
455,Oussouye,12.485,-16.5469,80.69,87,96,6.06,SN,2022-07-13 22:41:38,overcast clouds
456,Mayor Pablo Lagerenza,-19.9309,-60.7718,79.81,45,60,6.31,PY,2022-07-13 22:41:38,broken clouds
457,Katsuura,35.1333,140.3,75.51,91,100,10.76,JP,2022-07-13 22:41:39,overcast clouds
458,Valparaiso,-33.0393,-71.6273,55.04,91,100,20.71,CL,2022-07-13 22:41:39,mist
459,Zeya,53.75,127.2667,73.54,67,100,4.32,RU,2022-07-13 22:41:39,overcast clouds
460,Kozhevnikovo,56.2589,83.9714,52.95,66,94,1.74,RU,2022-07-13 22:41:40,overcast clouds
461,Winchester,51.0651,-1.3187,70.48,74,0,4.61,GB,2022-07-13 22:41:40,clear sky
462,Braganca,-1.0536,-46.7656,73.2,99,100,3.18,BR,2022-07-13 22:41:41,overcast clouds
463,Kunming,25.0389,102.7183,64.33,88,40,4.47,CN,2022-07-13 22:41:42,scattered clouds
464,Virginia Beach,36.8529,-75.978,77.07,91,100,6.91,US,2022-07-13 22:37:29,overcast clouds
465,Grevena,40.0845,21.4274,63.61,53,0,5.01,GR,2022-07-13 22:41:43,clear sky
466,Raduzhnyy,62.0961,77.475,55.89,64,100,2.59,RU,2022-07-13 22:41:43,overcast clouds
467,Haines Junction,60.7522,-137.5108,55.35,71,96,2.3,CA,2022-07-13 22:39:38,overcast clouds
468,Souillac,-20.5167,57.5167,66.58,94,75,14.97,MU,2022-07-13 22:41:44,light rain
469,Hovd,48.0056,91.6419,54.12,74,1,2.35,MN,2022-07-13 22:41:16,clear sky
470,Mount Vernon,40.9126,-73.8371,90.59,48,40,12.66,US,2022-07-13 22:39:07,scattered clouds
471,Omboue,-1.5746,9.2618,70.47,90,24,5.57,GA,2022-07-13 22:41:44,few clouds
472,Mecca,21.4267,39.8261,88.63,34,93,3.11,SA,2022-07-13 22:41:45,overcast clouds
473,Minab,27.1467,57.0801,92.48,58,29,3.4,IR,2022-07-13 22:41:45,scattered clouds
474,Kutum,14.2,24.6667,73.35,72,43,9.46,SD,2022-07-13 22:41:46,scattered clouds
475,Baker City,44.7749,-117.8344,86.59,29,0,10.36,US,2022-07-13 22:41:15,clear sky
476,Benemerito De Las Americas,16.5167,-90.6439,82.85,76,100,1.74,MX,2022-07-13 22:41:46,overcast clouds
477,Fonte Boa,-2.4959,-66.2662,77.43,86,77,2.28,BR,2022-07-13 22:41:47,broken clouds
478,Sao Francisco Do Sul,-26.2433,-48.6381,60.71,94,75,3.44,BR,2022-07-13 22:41:47,broken clouds
479,Tual,-5.6667,132.75,79.38,81,87,25.84,ID,2022-07-13 22:41:48,overcast clouds
480,Thoen,17.6129,99.2161,74.66,97,100,0.67,TH,2022-07-13 22:41:48,overcast clouds
481,Katherine,-14.4667,132.2667,48.52,57,39,8.05,AU,2022-07-13 22:41:49,scattered clouds
482,Ajdabiya,30.7554,20.2263,76.35,61,0,12.8,LY,2022-07-13 22:41:49,clear sky
483,Matara,5.9485,80.5353,78.49,84,33,12.77,LK,2022-07-13 22:41:50,scattered clouds
484,Guarapari,-20.6667,-40.4975,72.9,91,8,4.74,BR,2022-07-13 22:41:50,clear sky
485,Vardo,70.3705,31.1107,51.78,100,100,6.91,NO,2022-07-13 22:41:05,light rain
486,Pisco,-13.7,-76.2167,62.65,77,0,19.57,PE,2022-07-13 22:41:51,clear sky
487,Patos,-7.0244,-37.28,75.36,73,92,17.49,BR,2022-07-13 22:41:51,overcast clouds
488,Lesnyye Polyany,55.9667,37.8667,62.82,72,27,2.71,RU,2022-07-13 22:41:51,scattered clouds
489,Caohai,26.8661,104.2841,59.25,97,15,6.02,CN,2022-07-13 22:41:52,few clouds
490,Emerald,-23.5333,148.1667,46.35,79,0,7.94,AU,2022-07-13 22:41:52,clear sky
491,San Diego De Los Banos,22.6467,-83.3697,87.15,61,6,5.01,CU,2022-07-13 22:41:53,clear sky
492,Sola,-13.8833,167.55,83.07,79,40,3.44,VU,2022-07-13 22:41:53,scattered clouds
493,La Ronge,55.1001,-105.2842,89.82,23,75,19.57,CA,2022-07-13 22:41:54,broken clouds
494,Mapiri,-15.25,-68.1667,66.2,99,91,0.34,BO,2022-07-13 22:41:54,overcast clouds
495,Eyl,7.9803,49.8164,79.41,71,74,22.32,SO,2022-07-13 22:41:54,broken clouds
496,Cedar City,37.6775,-113.0619,92.37,21,0,14.97,US,2022-07-13 22:40:41,clear sky
497,Manicore,-5.8092,-61.3003,85.95,66,0,0.0,BR,2022-07-13 22:41:55,clear sky
498,Morant Bay,17.8815,-76.4093,88.72,78,10,10.07,JM,2022-07-13 22:41:55,clear sky
499,Maamba,-17.3667,27.15,57.38,59,0,3.49,ZM,2022-07-13 22:41:56,clear sky
500,Tateyama,34.9833,139.8667,78.1,88,100,9.4,JP,2022-07-13 22:41:56,overcast clouds
501,Kiunga,-6.1219,141.2906,72.84,97,96,3.36,PG,2022-07-13 22:41:57,overcast clouds
502,Westport,41.1415,-73.3579,89.02,57,0,8.05,US,2022-07-13 22:41:57,clear sky
503,Tupaciguara,-18.5922,-48.705,68.0,35,21,6.29,BR,2022-07-13 22:41:57,few clouds
504,Gizo,-8.103,156.8419,83.7,71,14,8.3,SB,2022-07-13 22:41:58,few clouds
505,Samarai,-10.6167,150.6667,77.76,83,100,19.69,PG,2022-07-13 22:41:58,overcast clouds
506,Cayenne,4.9333,-52.3333,78.84,89,0,0.0,GF,2022-07-13 22:41:11,clear sky
507,Perpignan,42.75,2.75,74.82,91,75,3.44,FR,2022-07-13 22:41:59,broken clouds
508,Brandon,27.9378,-82.2859,93.15,66,100,11.5,US,2022-07-13 22:41:59,light rain
509,Jiangdu,32.4286,119.5574,90.9,71,100,6.2,CN,2022-07-13 22:42:00,overcast clouds
510,Alyangula,-13.8483,136.4192,69.62,58,45,18.54,AU,2022-07-13 22:42:01,scattered clouds
511,Honiara,-9.4333,159.95,84.47,64,48,4.97,SB,2022-07-13 22:38:28,scattered clouds
512,Iskateley,67.6803,53.1512,61.25,94,81,8.88,RU,2022-07-13 22:42:01,broken clouds
513,Sosnovo-Ozerskoye,52.5249,111.5418,63.75,53,17,6.87,RU,2022-07-13 22:40:24,few clouds
514,Bosaso,11.2842,49.1816,91.87,35,89,20.89,SO,2022-07-13 22:42:02,overcast clouds
515,Susani,44.5833,24.1,66.18,47,0,6.02,RO,2022-07-13 22:42:02,clear sky
516,Kirksville,40.1948,-92.5833,88.05,51,0,5.75,US,2022-07-13 22:42:03,clear sky
517,Vila Velha,-20.3297,-40.2925,73.35,87,75,11.99,BR,2022-07-13 22:42:03,broken clouds
518,Mangrol,21.1167,70.1167,80.69,89,100,15.21,IN,2022-07-13 22:42:04,light rain
519,Verneuil-Sur-Seine,48.9739,1.9648,80.91,64,26,3.56,FR,2022-07-13 22:42:04,scattered clouds
520,Buala,-8.145,159.5921,83.48,63,19,6.31,SB,2022-07-13 22:42:04,few clouds
521,Pahrump,36.2083,-115.9839,106.45,15,21,13.0,US,2022-07-13 22:42:05,few clouds
522,Tocopilla,-22.092,-70.1979,59.0,73,94,2.86,CL,2022-07-13 22:42:05,overcast clouds
523,Baghdad,33.3406,44.4009,93.11,18,0,13.8,IQ,2022-07-13 22:42:06,clear sky
524,Pochutla,15.7432,-96.4661,89.42,66,100,4.97,MX,2022-07-13 22:42:06,overcast clouds
525,Marfino,55.7028,37.3822,62.74,67,0,4.47,RU,2022-07-13 22:42:06,clear sky
526,Balkhash,46.844,74.9804,70.29,46,2,14.29,KZ,2022-07-13 22:42:07,clear sky
527,Port Augusta,-32.5,137.7667,46.98,73,0,1.74,AU,2022-07-13 22:42:07,clear sky
528,Wahiawa,21.5028,-158.0236,84.52,74,13,13.02,US,2022-07-13 22:38:26,few clouds
529,Khandyga,62.6667,135.6,70.95,71,46,2.89,RU,2022-07-13 22:42:08,scattered clouds
530,Rudbar,30.15,62.6,83.95,22,0,13.76,AF,2022-07-13 22:42:08,clear sky
531,Manado,1.487,124.8455,77.77,88,20,1.14,ID,2022-07-13 22:42:09,few clouds
532,Yulara,-25.2406,130.9889,42.51,68,0,9.35,AU,2022-07-13 22:42:09,clear sky
533,Avera,33.194,-82.5271,80.11,69,96,9.53,US,2022-07-13 22:42:09,overcast clouds
534,Sobolevo,54.4299,31.8996,52.68,97,100,6.35,RU,2022-07-13 22:42:10,overcast clouds
535,Quatre Cocos,-20.2078,57.7625,66.31,73,82,15.86,MU,2022-07-13 22:40:16,light rain
536,Luau,-10.7073,22.2247,58.51,44,2,4.97,AO,2022-07-13 22:42:10,clear sky
537,Mala Vyska,48.6431,31.6366,55.56,96,81,12.91,UA,2022-07-13 22:42:11,broken clouds
538,Lubao,14.9167,120.55,80.31,85,98,1.77,PH,2022-07-13 22:42:11,overcast clouds
539,Severnyy-Kospashskiy,59.0925,57.8008,63.61,96,3,2.59,RU,2022-07-13 22:42:12,clear sky
540,Sumbe,-11.2061,13.8437,68.94,88,63,7.2,AO,2022-07-13 22:42:12,broken clouds
541,Taltal,-25.4,-70.4833,56.39,76,85,3.04,CL,2022-07-13 22:40:20,overcast clouds
542,Batticaloa,7.7102,81.6924,79.99,65,17,13.6,LK,2022-07-13 22:42:13,few clouds
543,Djenne,13.9061,-4.5533,89.35,42,98,8.68,ML,2022-07-13 22:42:13,overcast clouds
544,Bowen,-20.0167,148.2333,55.36,55,0,4.34,AU,2022-07-13 22:42:14,clear sky
545,Thunder Bay,48.4001,-89.3168,73.31,38,20,9.22,CA,2022-07-13 22:41:19,few clouds
546,Palauig,15.435,119.9045,82.15,81,97,8.93,PH,2022-07-13 22:42:14,overcast clouds
547,Henties Bay,-22.116,14.2845,55.53,88,0,7.07,NA,2022-07-13 22:42:15,clear sky
548,Savannakhet,16.566,104.751,74.77,97,100,3.09,LA,2022-07-13 22:41:10,overcast clouds
549,Esperance,-33.8667,121.9,59.97,42,65,23.64,AU,2022-07-13 22:42:15,broken clouds
550,Darhan,49.4867,105.9228,66.42,57,100,4.88,MN,2022-07-13 22:37:38,light rain
